ID,adj.P.Val,P.Value,F,Gene.symbol,Gene.title
211661_x_at,0.995,0.96086859,0.097385,PTAFR,platelet activating factor receptor
219581_at,0.995,0.96088538,0.097355,TSEN2,tRNA splicing endonuclease subunit 2
1563361_at,0.995,0.9608858,0.097355,RNF216,ring finger protein 216
1557964_at,0.995,0.96089221,0.097343,EIF4G2,eukaryotic translation initiation factor 4 gamma 2
219168_s_at,0.995,0.96094569,0.097249,PRR5,proline rich 5
1555665_at,0.995,0.96099628,0.097159,,
209218_at,0.995,0.96099831,0.097155,SQLE,squalene epoxidase
232643_at,0.995,0.96100835,0.097138,POLR2F,RNA polymerase II subunit F
218752_at,0.996,0.96103368,0.097093,ZMAT5,zinc finger matrin-type 5
242227_at,0.996,0.96116461,0.096861,,
217023_x_at,0.996,0.96117881,0.096835,TPSB2///TPSAB1,tryptase beta 2 (gene/pseudogene)///tryptase alpha/beta 1
241844_x_at,0.996,0.96123922,0.096728,TMEM156,transmembrane protein 156
242786_at,0.996,0.96124714,0.096714,SBF2-AS1,SBF2 antisense RNA 1
1560903_at,0.996,0.96130563,0.09661,,
1563595_at,0.996,0.96131128,0.0966,SRGAP3,SLIT-ROBO Rho GTPase activating protein 3
223793_at,0.996,0.96131437,0.096595,PRRC2B,proline rich coiled-coil 2B
1570439_at,0.996,0.96134317,0.096544,,
211210_x_at,0.996,0.96136946,0.096497,SH2D1A,SH2 domain containing 1A
228542_at,0.996,0.96139075,0.096459,MRS2,"MRS2, magnesium transporter"
208462_s_at,0.996,0.96139625,0.09645,ABCC9,ATP binding cassette subfamily C member 9
225228_at,0.996,0.96139721,0.096448,DRAM2,DNA damage regulated autophagy modulator 2
227764_at,0.996,0.96140005,0.096443,LYPD6,LY6/PLAUR domain containing 6
209997_x_at,0.996,0.96141185,0.096422,PCM1,pericentriolar material 1
236755_at,0.996,0.96143996,0.096372,,
221780_s_at,0.996,0.96147625,0.096307,DDX27,DEAD-box helicase 27
213376_at,0.996,0.96149268,0.096278,ZBTB1,zinc finger and BTB domain containing 1
230416_at,0.996,0.96152601,0.096219,PDZD8,PDZ domain containing 8
241899_at,0.996,0.96157379,0.096134,LOC553103,uncharacterized LOC553103
204909_at,0.996,0.96160321,0.096082,DDX6,DEAD-box helicase 6
201791_s_at,0.996,0.96160341,0.096081,DHCR7,7-dehydrocholesterol reductase
223591_at,0.996,0.96160668,0.096076,RNF135,ring finger protein 135
239590_x_at,0.996,0.96163171,0.096031,LOC102724314///FAM95B1,uncharacterized LOC102724314///family with sequence similarity 95 member B1
211609_x_at,0.996,0.96164548,0.096007,PSMD4,"proteasome 26S subunit, non-ATPase 4"
200087_s_at,0.996,0.96164779,0.096002,TMED2,transmembrane p24 trafficking protein 2
218081_at,0.996,0.96167687,0.095951,C20orf27,chromosome 20 open reading frame 27
1553556_at,0.996,0.96168057,0.095944,TAS2R40,taste 2 receptor member 40
232421_at,0.996,0.96168627,0.095934,SCARB1,scavenger receptor class B member 1
222591_at,0.996,0.96169332,0.095921,STYXL1,serine/threonine/tyrosine interacting-like 1
214753_at,0.996,0.96172136,0.095872,N4BP2L2,NEDD4 binding protein 2 like 2
221060_s_at,0.996,0.96173117,0.095854,TLR4,toll like receptor 4
238018_at,0.996,0.96174657,0.095827,FAM150B,family with sequence similarity 150 member B
243167_at,0.996,0.96175728,0.095808,ABCB5,ATP binding cassette subfamily B member 5
1570422_at,0.996,0.96182755,0.095683,SNTG2,syntrophin gamma 2
220515_at,0.996,0.96184026,0.09566,DUSP21,dual specificity phosphatase 21
237294_at,0.996,0.96184921,0.095644,RASSF4,Ras association domain family member 4
207182_at,0.996,0.96185123,0.09564,GABRA6,gamma-aminobutyric acid type A receptor alpha6 subunit
204815_s_at,0.996,0.96186354,0.095618,DHX34,DEAH-box helicase 34
233526_at,0.996,0.96191462,0.095527,,
232765_x_at,0.996,0.96191571,0.095526,SLC22A31,solute carrier family 22 member 31
205683_x_at,0.996,0.96192089,0.095516,TPSAB1,tryptase alpha/beta 1
217755_at,0.996,0.96192794,0.095504,HN1,hematological and neurological expressed 1
232460_at,0.996,0.96192953,0.095501,,
230415_at,0.996,0.96193147,0.095497,,
230476_at,0.996,0.96193688,0.095488,,
1556063_s_at,0.996,0.96196091,0.095445,RPP30,ribonuclease P/MRP subunit p30
214107_x_at,0.996,0.96198497,0.095402,LOC440434,aminopeptidase puromycin sensitive pseudogene
242001_at,0.996,0.96198564,0.095401,,
215913_s_at,0.996,0.96199152,0.09539,GULP1,"GULP, engulfment adaptor PTB domain containing 1"
231128_at,0.996,0.96201014,0.095357,FAM181B,family with sequence similarity 181 member B
1556793_a_at,0.996,0.96201162,0.095355,FAM83C,family with sequence similarity 83 member C
1570569_at,0.996,0.96203226,0.095318,,
1561967_at,0.996,0.96204167,0.095301,LOC105377105,uncharacterized LOC105377105
237630_s_at,0.996,0.96204304,0.095299,FAM86B3P,"family with sequence similarity 86, member A pseudogene"
237898_at,0.996,0.96206602,0.095258,,
240482_at,0.996,0.96211787,0.095165,,
200006_at,0.996,0.96212449,0.095153,PARK7,Parkinsonism associated deglycase
207736_s_at,0.996,0.9621435,0.095119,TNP2,transition protein 2
209449_at,0.996,0.9621599,0.09509,LSM2,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated"
213746_s_at,0.996,0.96218777,0.09504,FLNA,filamin A
205250_s_at,0.996,0.9621906,0.095035,CEP290,centrosomal protein 290
243833_at,0.996,0.96219485,0.095028,UNC5A,unc-5 netrin receptor A
216787_at,0.996,0.96228907,0.094859,,
244001_at,0.996,0.96230403,0.094833,NAP1L4,nucleosome assembly protein 1 like 4
210662_at,0.996,0.96230642,0.094828,KYNU,kynureninase
226115_at,0.996,0.96236002,0.094733,AHCTF1,AT-hook containing transcription factor 1
216707_at,0.996,0.96236628,0.094722,,
228571_at,0.996,0.96240815,0.094647,RBAK,RB associated KRAB zinc finger
224707_at,0.996,0.96240944,0.094644,CYSTM1,cysteine rich transmembrane module containing 1
222033_s_at,0.996,0.96243705,0.094595,FLT1,fms related tyrosine kinase 1
1563397_at,0.996,0.96247739,0.094523,LOC105374768,uncharacterized LOC105374768
213606_s_at,0.996,0.96248754,0.094505,ARHGDIA,Rho GDP dissociation inhibitor alpha
240514_at,0.996,0.96252202,0.094443,,
1561215_at,0.996,0.96252343,0.094441,,
1557527_at,0.996,0.96257357,0.094351,,
227273_at,0.996,0.962585,0.09433,BMPR1A,bone morphogenetic protein receptor type 1A
229094_at,0.996,0.96260288,0.094298,ATP6V0E2-AS1,ATP6V0E2 antisense RNA 1
211765_x_at,0.996,0.96264136,0.09423,PPIA,peptidylprolyl isomerase A
226957_x_at,0.996,0.96269884,0.094127,RALBP1,ralA binding protein 1
235762_at,0.996,0.96271538,0.094097,TAS2R14,taste 2 receptor member 14
206505_at,0.996,0.96272936,0.094072,UGT2B4,UDP glucuronosyltransferase family 2 member B4
1555416_a_at,0.996,0.96273202,0.094067,ALOX15B,"arachidonate 15-lipoxygenase, type B"
1555111_at,0.996,0.96274658,0.094041,CCDC181,coiled-coil domain containing 181
211017_s_at,0.996,0.96276815,0.094002,NF2,neurofibromin 2
230395_at,0.996,0.96279351,0.093957,METTL9,methyltransferase like 9
223384_s_at,0.996,0.96281491,0.093919,TRIM4,tripartite motif containing 4
242121_at,0.996,0.96282706,0.093897,FTX,"FTX transcript, XIST regulator (non-protein coding)"
230589_at,0.996,0.9628371,0.093879,TRAF3IP2-AS1,TRAF3IP2 antisense RNA 1
204857_at,0.996,0.9628392,0.093875,MAD1L1,MAD1 mitotic arrest deficient like 1
236310_at,0.996,0.96286413,0.09383,ZNF37BP,"zinc finger protein 37B, pseudogene"
39313_at,0.996,0.96287261,0.093815,WNK1,WNK lysine deficient protein kinase 1
212189_s_at,0.996,0.96287639,0.093808,COG4,component of oligomeric golgi complex 4
225180_at,0.996,0.96290836,0.093751,TTC14,tetratricopeptide repeat domain 14
238785_at,0.996,0.96292968,0.093713,,
212530_at,0.996,0.96299528,0.093595,NEK7,NIMA related kinase 7
211678_s_at,0.996,0.96300019,0.093586,RNF114,ring finger protein 114
226559_at,0.996,0.9630011,0.093585,IER5L,immediate early response 5 like
1568287_at,0.996,0.96302093,0.093549,HMGA2,high mobility group AT-hook 2
220287_at,0.996,0.96302211,0.093547,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9
214994_at,0.996,0.96309126,0.093423,APOBEC3F,apolipoprotein B mRNA editing enzyme catalytic subunit 3F
233444_at,0.996,0.96310699,0.093395,LOC101927620,uncharacterized LOC101927620
207563_s_at,0.996,0.96313938,0.093337,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase
218564_at,0.996,0.96315028,0.093317,RFWD3,ring finger and WD repeat domain 3
1556755_s_at,0.996,0.96315506,0.093308,MIR3150B///MIR3150A///LOC286149,microRNA 3150b///microRNA 3150a///uncharacterized LOC286149
1557457_at,0.996,0.96317987,0.093264,,
202348_s_at,0.996,0.9631929,0.09324,TOR1A,torsin family 1 member A
211407_at,0.996,0.96320103,0.093226,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7
241784_x_at,0.996,0.96321933,0.093193,HELQ,"helicase, POLQ-like"
226775_at,0.996,0.96325487,0.093129,ENY2,"ENY2, transcription and export complex 2 subunit"
1563509_at,0.996,0.96327244,0.093097,,
207727_s_at,0.996,0.96327838,0.093087,MUTYH,mutY DNA glycosylase
205732_s_at,0.996,0.96330992,0.09303,NCOA2,nuclear receptor coactivator 2
225431_x_at,0.996,0.96331169,0.093027,PM20D2,peptidase M20 domain containing 2
224027_at,0.996,0.96334547,0.092966,CCL28,C-C motif chemokine ligand 28
242030_at,0.996,0.963359,0.092942,,
222192_s_at,0.996,0.96335963,0.092941,LDAH,lipid droplet associated hydrolase
232587_at,0.996,0.96337204,0.092918,EML4,echinoderm microtubule associated protein like 4
244612_at,0.996,0.96337207,0.092918,,
1553983_at,0.996,0.96341199,0.092846,DTYMK,deoxythymidylate kinase
239598_s_at,0.996,0.96341414,0.092843,LPCAT2,lysophosphatidylcholine acyltransferase 2
1564820_at,0.996,0.96346157,0.092757,,
1560943_s_at,0.996,0.96348405,0.092717,PGD,phosphogluconate dehydrogenase
227505_at,0.996,0.9634875,0.092711,MED28,mediator complex subunit 28
219095_at,0.996,0.96359805,0.092511,PLA2G4B///JMJD7-PLA2G4B,phospholipase A2 group IVB///JMJD7-PLA2G4B readthrough
243133_at,0.996,0.96361856,0.092475,TSC22D1,TSC22 domain family member 1
234797_at,0.996,0.96362198,0.092468,,
1562924_at,0.996,0.96363523,0.092444,LOC340357,uncharacterized LOC340357
218588_s_at,0.996,0.9636445,0.092428,FAM114A2,family with sequence similarity 114 member A2
234888_at,0.996,0.96366402,0.092393,CACHD1,cache domain containing 1
203360_s_at,0.996,0.96366537,0.09239,GJA9-MYCBP///GJA9///MYCBP,GJA9-MYCBP readthrough///gap junction protein alpha 9///MYC binding protein
219824_at,0.996,0.96367055,0.092381,SLC13A4,solute carrier family 13 member 4
1565588_at,0.996,0.96369483,0.092337,SP140L,SP140 nuclear body protein like
1569237_at,0.996,0.96374547,0.092246,,
1569955_at,0.996,0.96375834,0.092223,LOC101928893,uncharacterized LOC101928893
242357_x_at,0.996,0.96380482,0.092139,,
241224_x_at,0.996,0.96382304,0.092106,DSCR8,Down syndrome critical region 8
217856_at,0.996,0.96385277,0.092052,RBM8A,RNA binding motif protein 8A
225405_at,0.996,0.9639011,0.091965,HNRNPUL2,heterogeneous nuclear ribonucleoprotein U like 2
243814_at,0.996,0.96392768,0.091917,LOC101927377,uncharacterized LOC101927377
244848_at,0.996,0.96393808,0.091898,CHD1L,chromodomain helicase DNA binding protein 1 like
236559_at,0.996,0.96393851,0.091897,YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
1561997_at,0.996,0.96400162,0.091783,TRIM64EP,"tripartite motif containing 64E, pseudogene"
230999_at,0.996,0.96402878,0.091734,ST3GAL4-AS1,ST3GAL4 antisense RNA 1 (head to head)
238529_at,0.996,0.96402914,0.091734,,
1569543_at,0.996,0.9640357,0.091722,RSU1,Ras suppressor protein 1
1555022_at,0.996,0.96423637,0.091359,RGS12,regulator of G-protein signaling 12
207601_at,0.996,0.9642813,0.091278,SULT1B1,sulfotransferase family 1B member 1
220883_at,0.996,0.96428489,0.091271,PRO2012,uncharacterized protein PRO2012
203471_s_at,0.996,0.96431205,0.091222,PLEK,pleckstrin
1564084_at,0.996,0.96433548,0.09118,CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
208194_s_at,0.996,0.96435388,0.091146,STAM2,signal transducing adaptor molecule 2
206647_at,0.996,0.96437742,0.091104,HBZ,hemoglobin subunit zeta
1557232_at,0.996,0.9643879,0.091085,,
231222_at,0.996,0.96446317,0.090948,,
205014_at,0.996,0.96446923,0.090937,FGFBP1,fibroblast growth factor binding protein 1
235110_at,0.996,0.96447356,0.090929,PLA2G16,phospholipase A2 group XVI
239061_at,0.996,0.96449672,0.090887,TPRXL,tetrapeptide repeat homeobox like
237373_at,0.996,0.96456686,0.09076,RAB20,"RAB20, member RAS oncogene family"
226880_at,0.996,0.96457114,0.090752,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1
231327_at,0.996,0.96460727,0.090687,,
205120_s_at,0.996,0.96467978,0.090555,SGCB,sarcoglycan beta
1555785_a_at,0.996,0.96468472,0.090546,XRN1,5'-3' exoribonuclease 1
234601_x_at,0.996,0.96470528,0.090509,,
1561912_at,0.996,0.96470683,0.090506,,
221494_x_at,0.996,0.96473422,0.090456,EIF3K,eukaryotic translation initiation factor 3 subunit K
241456_at,0.996,0.96473443,0.090456,FAM78B,family with sequence similarity 78 member B
211148_s_at,0.996,0.96474625,0.090435,ANGPT2,angiopoietin 2
243889_at,0.996,0.96476864,0.090394,,
1570243_at,0.996,0.9647978,0.090341,,
209584_x_at,0.996,0.96481613,0.090308,APOBEC3C,apolipoprotein B mRNA editing enzyme catalytic subunit 3C
202469_s_at,0.996,0.96482563,0.09029,CPSF6,cleavage and polyadenylation specific factor 6
205197_s_at,0.996,0.96490978,0.090137,ATP7A,ATPase copper transporting alpha
32088_at,0.996,0.96491586,0.090126,BLZF1,basic leucine zipper nuclear factor 1
216455_at,0.996,0.96493396,0.090094,LOC101927181,uncharacterized LOC101927181
1556284_at,0.996,0.96494792,0.090068,PPA2,pyrophosphatase (inorganic) 2
221140_s_at,0.996,0.96495828,0.090049,GPR132,G protein-coupled receptor 132
240420_at,0.996,0.96496851,0.090031,AADACL2,arylacetamide deacetylase like 2
232079_s_at,0.996,0.96497379,0.090021,NECTIN2,nectin cell adhesion molecule 2
220670_at,0.996,0.9649845,0.090002,,
1556490_a_at,0.996,0.96499341,0.089985,LOC101805491///TMEM247,uncharacterized LOC101805491///transmembrane protein 247
238503_at,0.996,0.96501053,0.089954,CNIH3,cornichon family AMPA receptor auxiliary protein 3
208480_s_at,0.996,0.96506903,0.089848,LOC101930322///ABCC6,multidrug resistance-associated protein 6-like///ATP binding cassette subfamily C member 6
1570070_at,0.996,0.96509513,0.0898,CCM2L,CCM2 like scaffolding protein
209377_s_at,0.996,0.96509672,0.089797,HMGN3,high mobility group nucleosomal binding domain 3
230686_s_at,0.996,0.96509954,0.089792,SLC13A3,solute carrier family 13 member 3
222035_s_at,0.996,0.96514029,0.089718,PAPOLA,poly(A) polymerase alpha
1555774_at,0.996,0.96517812,0.089649,ZAR1,zygote arrest 1
1570143_at,0.996,0.96518436,0.089638,,
220894_x_at,0.996,0.96519624,0.089616,PRDM12,PR/SET domain 12
207380_x_at,0.996,0.96522369,0.089566,NOX1,NADPH oxidase 1
209519_at,0.996,0.96522996,0.089555,NCBP1,nuclear cap binding protein subunit 1
235897_at,0.996,0.96523837,0.089539,COPZ2,coatomer protein complex subunit zeta 2
1561868_at,0.996,0.96526582,0.089489,,
242706_s_at,0.996,0.96526644,0.089488,MED23,mediator complex subunit 23
242696_at,0.996,0.9652691,0.089483,,
217536_x_at,0.996,0.96527626,0.08947,,
208616_s_at,0.996,0.9653021,0.089423,PTP4A2,"protein tyrosine phosphatase type IVA, member 2"
222614_at,0.996,0.9653183,0.089394,RWDD2B,RWD domain containing 2B
1562275_at,0.996,0.96533937,0.089355,,
1560451_at,0.996,0.96535019,0.089335,,
205224_at,0.996,0.96535868,0.08932,SURF2,surfeit 2
213548_s_at,0.996,0.96536366,0.089311,CDV3,CDV3 homolog
1563259_at,0.996,0.96538296,0.089276,,
204627_s_at,0.996,0.96538763,0.089267,ITGB3,integrin subunit beta 3
230891_at,0.996,0.96553444,0.088999,TUBE1,tubulin epsilon 1
241985_at,0.996,0.96553733,0.088994,JMY,"junction mediating and regulatory protein, p53 cofactor"
229434_at,0.996,0.96554169,0.088986,,
1562098_at,0.996,0.96557062,0.088933,UHRF1BP1L,UHRF1 binding protein 1 like
1555486_a_at,0.996,0.96562715,0.08883,PRR5L,proline rich 5 like
223173_at,0.996,0.96563099,0.088823,SPNS1,sphingolipid transporter 1 (putative)
222399_s_at,0.996,0.96565039,0.088787,TM9SF3,transmembrane 9 superfamily member 3
234454_at,0.996,0.96567054,0.088751,,
206285_at,0.996,0.96578815,0.088535,NPHP1,nephrocystin 1
211694_at,0.996,0.96580332,0.088508,TSSK1B,testis specific serine kinase 1B
1555578_at,0.996,0.96581184,0.088492,,
210885_s_at,0.996,0.96583103,0.088457,TRIM15,tripartite motif containing 15
233151_s_at,0.996,0.96583153,0.088456,TTTY7B///TTTY7,"testis-specific transcript, Y-linked 7B (non-protein coding)///testis-specific transcript, Y-linked 7 (non-protein coding)"
204094_s_at,0.996,0.96583233,0.088455,TSC22D2,TSC22 domain family member 2
210300_at,0.996,0.96593278,0.088271,REM1,RRAD and GEM like GTPase 1
205552_s_at,0.996,0.96593654,0.088264,OAS1,2'-5'-oligoadenylate synthetase 1
1566040_at,0.996,0.96595082,0.088238,,
228445_at,0.996,0.96596211,0.088217,AIFM2,"apoptosis inducing factor, mitochondria associated 2"
213827_at,0.996,0.96597293,0.088197,ARHGAP33,Rho GTPase activating protein 33
205491_s_at,0.996,0.96599633,0.088154,GJB3,gap junction protein beta 3
200806_s_at,0.996,0.96601074,0.088128,HSPD1,heat shock protein family D (Hsp60) member 1
238790_at,0.996,0.96602147,0.088108,LOC374443,C-type lectin domain family 2 member D pseudogene
208739_x_at,0.996,0.96611071,0.087945,LOC101929087///SUMO2///SUMO3,small ubiquitin-related modifier 2 pseudogene///small ubiquitin-like modifier 2///small ubiquitin-like modifier 3
231955_s_at,0.996,0.96612268,0.087923,HIBADH,3-hydroxyisobutyrate dehydrogenase
219154_at,0.996,0.96612955,0.08791,TMEM120B,transmembrane protein 120B
209947_at,0.996,0.96613485,0.0879,UBAP2L,ubiquitin associated protein 2 like
1559653_at,0.996,0.96614897,0.087874,GRTP1-AS1,GRTP1 antisense RNA 1
1553546_at,0.996,0.96616673,0.087842,,
204955_at,0.996,0.96618062,0.087816,SRPX,"sushi repeat containing protein, X-linked"
1555051_at,0.996,0.96618383,0.08781,C10orf53,chromosome 10 open reading frame 53
1556244_s_at,0.996,0.96619426,0.087791,LOC375196,uncharacterized LOC375196
240096_at,0.996,0.96627442,0.087644,LOC100506236,uncharacterized LOC100506236
218055_s_at,0.996,0.96628502,0.087625,WDR41,WD repeat domain 41
219667_s_at,0.996,0.96630294,0.087592,BANK1,B-cell scaffold protein with ankyrin repeats 1
207118_s_at,0.997,0.96636432,0.087479,MMP23A///MMP23B,matrix metallopeptidase 23A (pseudogene)///matrix metallopeptidase 23B
229494_s_at,0.997,0.96639752,0.087418,PHLDA2,pleckstrin homology like domain family A member 2
238482_at,0.997,0.96650889,0.087213,KLF7,Kruppel like factor 7
212802_s_at,0.997,0.96652327,0.087187,GAPVD1,GTPase activating protein and VPS9 domains 1
238719_at,0.997,0.96653271,0.087169,PPP2CA,protein phosphatase 2 catalytic subunit alpha
210948_s_at,0.997,0.96655224,0.087133,LEF1,lymphoid enhancer binding factor 1
240656_at,0.997,0.96659018,0.087064,,
232211_at,0.997,0.96660655,0.087033,PPP1R3F,protein phosphatase 1 regulatory subunit 3F
202313_at,0.997,0.96667203,0.086913,PPP2R2A,protein phosphatase 2 regulatory subunit Balpha
36994_at,0.997,0.96667708,0.086904,ATP6V0C,ATPase H+ transporting V0 subunit c
203014_x_at,0.997,0.96668324,0.086892,SGSM3,small G protein signaling modulator 3
1552626_a_at,0.997,0.96670036,0.086861,TMEM163,transmembrane protein 163
1568695_s_at,0.997,0.96673742,0.086792,INTS6,integrator complex subunit 6
217309_s_at,0.997,0.96673758,0.086792,DSCR3,DSCR3 arrestin fold containing
1558304_s_at,0.997,0.96674299,0.086782,TSEN54,tRNA splicing endonuclease subunit 54
227086_at,0.997,0.96674569,0.086777,C22orf39,chromosome 22 open reading frame 39
229934_at,0.997,0.96675869,0.086753,,
213016_at,0.997,0.9667618,0.086747,BBX,"BBX, HMG-box containing"
202774_s_at,0.997,0.96679979,0.086677,SFSWAP,splicing factor SWAP homolog
225751_at,0.997,0.96680666,0.086665,RBM17,RNA binding motif protein 17
211307_s_at,0.997,0.96681066,0.086657,FCAR,Fc fragment of IgA receptor
240103_at,0.997,0.96681209,0.086655,,
234548_at,0.997,0.96685144,0.086582,,
222837_s_at,0.997,0.9668947,0.086502,NAA15,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit"
1557626_at,0.997,0.96690126,0.08649,,
216751_at,0.997,0.9669209,0.086454,,
230635_at,0.997,0.96692727,0.086442,TUG1,taurine up-regulated 1 (non-protein coding)
203177_x_at,0.997,0.96704284,0.086229,TFAM,"transcription factor A, mitochondrial"
232039_at,0.997,0.96707519,0.086169,MAP10,microtubule associated protein 10
218102_at,0.997,0.9671055,0.086113,DERA,deoxyribose-phosphate aldolase
1565601_at,0.997,0.96711634,0.086093,,
232606_at,0.997,0.9671281,0.086071,ANK2,"ankyrin 2, neuronal"
1557945_at,0.997,0.96714523,0.08604,TCTE3,t-complex-associated-testis-expressed 3
224359_s_at,0.997,0.96717623,0.085982,HOOK3,hook microtubule tethering protein 3
224415_s_at,0.997,0.96718669,0.085963,HINT2,histidine triad nucleotide binding protein 2
223305_at,0.997,0.96723633,0.085871,TMEM216,transmembrane protein 216
201796_s_at,0.997,0.96724899,0.085848,VARS,valyl-tRNA synthetase
219111_s_at,0.997,0.96725159,0.085843,DDX54,DEAD-box helicase 54
1553828_at,0.997,0.96725652,0.085834,NXPE1,neurexophilin and PC-esterase domain family member 1
203757_s_at,0.997,0.96727863,0.085793,CEACAM6,carcinoembryonic antigen related cell adhesion molecule 6
239676_x_at,0.997,0.96729404,0.085764,FBRSL1,fibrosin like 1
209937_at,0.997,0.96732094,0.085715,TM4SF4,transmembrane 4 L six family member 4
233726_at,0.997,0.96735847,0.085645,,
204132_s_at,0.997,0.96736126,0.08564,FOXO3B///FOXO3,forkhead box O3B pseudogene///forkhead box O3
222252_x_at,0.997,0.96737176,0.085621,UBQLN4,ubiquilin 4
224170_s_at,0.997,0.9673736,0.085617,TULP4,tubby like protein 4
203965_at,0.997,0.96739132,0.085584,USP20,ubiquitin specific peptidase 20
235310_at,0.997,0.96742779,0.085517,GCSAM,germinal center associated signaling and motility
220576_at,0.997,0.96744265,0.085489,PGAP1,post-GPI attachment to proteins 1
243875_at,0.997,0.96747487,0.08543,CCDC158,coiled-coil domain containing 158
230805_at,0.997,0.96748403,0.085413,MIR142,microRNA 142
1568924_a_at,0.997,0.96749329,0.085395,IQUB,IQ motif and ubiquitin domain containing
243991_at,0.997,0.96749822,0.085386,,
232942_at,0.997,0.96752255,0.085341,PYROXD2,pyridine nucleotide-disulphide oxidoreductase domain 2
1566228_at,0.997,0.96753324,0.085321,,
203064_s_at,0.997,0.96757214,0.085249,FOXK2,forkhead box K2
1555264_a_at,0.997,0.9675754,0.085243,LINC00598,long intergenic non-protein coding RNA 598
201391_at,0.997,0.96758819,0.085219,TRAP1,TNF receptor associated protein 1
243778_at,0.997,0.96762656,0.085148,,
212287_at,0.997,0.96762764,0.085146,SUZ12,SUZ12 polycomb repressive complex 2 subunit
242733_at,0.997,0.96762864,0.085144,,
238470_at,0.997,0.96766169,0.085083,SYS1,Sys1 golgi trafficking protein
1562923_at,0.997,0.96767323,0.085062,LOC101928449,uncharacterized LOC101928449
201865_x_at,0.997,0.9676836,0.085042,NR3C1,nuclear receptor subfamily 3 group C member 1
228987_at,0.997,0.96770801,0.084997,FAM49B,family with sequence similarity 49 member B
229866_at,0.997,0.96771647,0.084981,STK32A,serine/threonine kinase 32A
240226_at,0.997,0.96777001,0.084882,,
228103_s_at,0.997,0.96777527,0.084872,,
243830_at,0.997,0.96780585,0.084815,,
1565446_at,0.997,0.96781474,0.084799,HPRT1,hypoxanthine phosphoribosyltransferase 1
215436_at,0.997,0.96781637,0.084796,HSDL2,hydroxysteroid dehydrogenase like 2
221943_x_at,0.997,0.96781935,0.08479,RPL38,ribosomal protein L38
1558854_a_at,0.997,0.96782935,0.084772,,
202004_x_at,0.997,0.96784699,0.084739,SDHC,succinate dehydrogenase complex subunit C
226649_at,0.997,0.96786272,0.08471,PANK1,pantothenate kinase 1
202407_s_at,0.997,0.96786611,0.084703,PRPF31,pre-mRNA processing factor 31
223075_s_at,0.997,0.96789255,0.084654,AIF1L,allograft inflammatory factor 1 like
206407_s_at,0.997,0.96790003,0.08464,CCL13,C-C motif chemokine ligand 13
222715_s_at,0.997,0.967937,0.084572,SYNRG,"synergin, gamma"
213696_s_at,0.997,0.96797653,0.084498,MED8,mediator complex subunit 8
224417_at,0.997,0.96800797,0.08444,,
224725_at,0.997,0.96801714,0.084422,MIB1,mindbomb E3 ubiquitin protein ligase 1
235479_at,0.997,0.96801753,0.084422,CPEB2,cytoplasmic polyadenylation element binding protein 2
219199_at,0.997,0.96808385,0.084298,AFF4,AF4/FMR2 family member 4
211189_x_at,0.997,0.96811444,0.084241,CD84,CD84 molecule
244751_at,0.997,0.9681324,0.084208,PCP2,Purkinje cell protein 2
1561419_at,0.997,0.96815374,0.084168,LOC101927051,uncharacterized LOC101927051
215594_at,0.997,0.9681629,0.084151,ERV9-1,endogenous retrovirus group 9 member 1
234184_at,0.997,0.96816341,0.08415,,
231478_at,0.997,0.96816584,0.084146,LOC729966///PDE4C,uncharacterized LOC729966///phosphodiesterase 4C
209400_at,0.997,0.96820001,0.084082,SLC12A4,solute carrier family 12 member 4
242374_at,0.997,0.96820205,0.084078,,
225576_at,0.997,0.96821609,0.084052,GINM1,glycoprotein integral membrane 1
210875_s_at,0.997,0.96822815,0.084029,ZEB1,zinc finger E-box binding homeobox 1
226606_s_at,0.997,0.96827756,0.083937,MTG2,mitochondrial ribosome associated GTPase 2
1554190_s_at,0.997,0.9682898,0.083914,PLEKHS1,pleckstrin homology domain containing S1
242125_at,0.997,0.96831228,0.083873,,
216031_x_at,0.997,0.96834928,0.083803,HN1L,hematological and neurological expressed 1 like
210049_at,0.997,0.96835589,0.083791,SERPINC1,serpin family C member 1
222202_at,0.997,0.96836911,0.083766,,
244346_at,0.997,0.96839129,0.083725,,
218614_at,0.997,0.96840694,0.083696,KIAA1551,KIAA1551
238557_at,0.997,0.96841725,0.083677,CHKB-AS1,CHKB antisense RNA 1 (head to head)
1569290_s_at,0.997,0.96842925,0.083654,GRIA3,glutamate ionotropic receptor AMPA type subunit 3
224705_s_at,0.997,0.96843143,0.08365,TNRC6A,trinucleotide repeat containing 6A
231404_at,0.997,0.96844044,0.083633,SPTY2D1-AS1,SPTY2D1 antisense RNA 1
243095_at,0.997,0.96845911,0.083598,,
229928_at,0.997,0.96846546,0.083587,,
201652_at,0.997,0.96849132,0.083538,COPS5,COP9 signalosome subunit 5
